carat,cut,color,clarity,depth,table,price,x,y,z
0.6406426907188031,Good,F,SI2,63.0,54.0,1279,5.24,5.19,3.29
0.40954051674115066,Premium,E,VS1,59.6,60.0,1026,4.72,4.75,2.82
2.3714351672305045,Premium,I,VS2,60.7,61.0,14394,8.28,8.27,5.02
0.7869184683695177,Good,F,VS1,61.7,60.0,2669,5.67,5.64,3.49
1.838916856133713,Premium,G,SI1,61.5,54.0,10947,7.35,7.42,4.54
1.620999917268461,Premium,E,SI2,60.6,59.0,10570,7.47,7.41,4.51
0.4369023448921211,Very Good,D,SI2,61.9,58.0,855,4.73,4.71,2.92
0.33735403694962945,Good,G,VVS1,61.4,56.0,737,4.32,4.34,2.66
0.6116825201316685,Premium,E,VS1,61.9,54.1,1759,5.09,5.15,3.17
0.38176783868811637,Good,G,IF,57.9,60.0,1052,4.57,4.55,2.64
1.4125787343666376,Premium,J,SI2,60.4,59.0,3861,6.8,6.74,4.09
0.4994475009924772,Premium,E,VS1,62.7,57.0,1079,4.72,4.76,2.97
0.3086942072018311,Premium,E,VVS2,60.1,59.0,646,4.22,4.26,2.55
0.9552513205846259,Premium,F,SI2,59.7,57.0,2431,6.01,5.98,3.58
1.8923395874829645,Ideal,I,VS2,62.2,58.0,11888,7.65,7.6,4.74
0.6556329976656629,Good,G,IF,62.0,55.0,2570,5.39,5.44,3.36
1.2236051729627608,Premium,E,SI1,61.8,55.0,6849,6.65,6.58,4.09
0.9854189242463512,Premium,E,SI2,61.4,57.0,2673,6.0,5.97,3.68
0.5263889822688386,Premium,G,VS1,61.9,59.0,1603,5.06,5.08,3.14
1.0293316393092613,Premium,J,SI1,62.6,54.0,3102,6.16,6.23,3.88
1.221337239901196,Premium,E,SI1,62.8,57.0,5411,6.35,6.39,4.0
0.26191867683440784,Premium,E,VVS1,61.1,60.0,530,3.95,4.01,2.43
0.4958743314309087,Good,E,SI2,61.7,58.0,953,4.8,4.76,2.95
0.46014455178060554,Premium,G,VVS2,62.4,55.0,1103,4.82,4.79,3.0
1.2806165334124753,Very Good,G,SI1,64.7,63.0,4424,6.36,6.31,4.1
0.5364325906098938,Premium,G,VVS2,63.8,56.0,1715,5.03,5.06,3.22
0.37473739318303717,Good,E,VS2,63.5,54.0,722,4.48,4.43,2.83
1.1174951222633578,Premium,G,SI1,63.3,57.0,4185,6.37,6.35,4.02
0.5972536022103011,Good,F,VS1,63.7,55.0,2090,5.16,5.11,3.27
1.1741626173516377,Ideal,F,SI2,62.0,56.0,5306,6.62,6.58,4.09
0.36346712238828227,Good,D,SI2,63.9,57.0,462,4.28,4.33,2.75
1.640892256481379,Good,D,VS2,61.5,58.0,15991,7.48,7.51,4.61
0.3599001553155747,Very Good,D,SI1,61.7,55.0,565,4.37,4.41,2.71
0.5060415051665041,Good,E,VS2,62.1,56.0,935,4.74,4.76,2.95
0.47479400429414964,Premium,H,VVS2,62.9,56.0,921,4.75,4.79,3.0
0.2657661941148606,Premium,G,VS1,62.3,54.0,438,4.05,4.11,2.54
1.3331458288179383,Ideal,I,SI1,60.8,57.0,4704,6.76,6.7,4.09
0.36530954258173776,Good,E,VS2,62.3,57.0,723,4.37,4.43,2.74
0.5299960017371451,Premium,D,VVS1,59.2,57.0,2250,4.96,5.0,2.95
0.7689117843874189,Good,G,VS2,63.4,58.0,2338,5.63,5.57,3.55
1.0812951631240488,Premium,D,SI1,65.1,54.0,4786,6.23,6.27,4.07
1.2614569266738125,Good,H,VS2,61.5,59.0,5303,6.48,6.49,3.99
1.8663766021122357,Good,H,I1,62.6,54.0,7197,7.63,7.58,4.77
1.2423834530003677,Premium,I,SI2,63.9,60.0,3465,6.26,6.3,4.01
0.7886608038733748,Premium,G,VVS2,61.6,57.0,3725,5.74,5.71,3.53
0.6742442852528066,Premium,F,VVS2,62.2,56.0,2509,5.32,5.35,3.32
1.2136918760455822,Premium,H,SI1,61.6,56.0,5456,6.69,6.65,4.11
1.9932231045088635,Premium,G,VS2,62.9,57.0,16169,7.64,7.68,4.82
1.1237540000552184,Ideal,F,VVS2,62.3,58.0,9598,6.42,6.45,4.01
1.9941351545168413,Good,I,SI1,62.0,55.0,9376,7.53,7.59,4.69
0.27839423474909913,Good,F,VS2,62.2,57.0,419,3.96,4.01,2.48
0.4752201580482014,Good,I,VVS1,59.2,61.0,867,4.88,4.91,2.9
0.3414895954108014,Good,H,VS1,62.5,56.0,675,4.27,4.24,2.66
0.4131135394321986,Good,G,IF,62.4,56.0,1033,4.6,4.64,2.88
0.5157407228853774,Good,H,SI1,63.2,58.0,700,4.77,4.79,3.02
1.2057264782530144,Very Good,E,SI2,63.5,54.0,4400,6.35,6.41,4.05
0.25640127535976354,Premium,E,VVS2,62.5,58.0,485,3.96,4.01,2.49
1.2382035882528284,Good,J,VS2,62.0,56.0,4485,6.42,6.45,3.99
0.4868224411415934,Good,G,VVS1,62.4,54.0,1043,4.73,4.75,2.96
0.3462869808256451,Ideal,F,VS2,63.0,57.0,602,4.33,4.37,2.74
0.3859060891625996,Very Good,E,IF,61.9,56.0,1060,4.35,4.37,2.7
0.37811700297811374,Premium,H,VS2,62.1,56.0,505,4.37,4.42,2.73
0.5239303391844422,Premium,F,VVS2,61.9,56.0,1250,4.87,4.82,3.0
1.1463910134529602,Premium,F,SI1,61.9,59.0,4155,6.57,6.52,4.05
0.7034892794584967,Good,G,SI1,61.1,57.0,1433,5.32,5.35,3.26
1.2159379008789342,Good,H,I1,60.4,61.0,1932,6.39,6.32,3.84
1.2069944829165364,Premium,E,VS1,60.4,59.0,7744,6.51,6.54,3.94
0.976702897631405,Good,G,SI2,67.1,56.0,2400,5.76,5.73,3.85
0.344107875049388,Good,G,VS1,63.1,59.0,802,4.29,4.27,2.7
2.249762284745151,Good,H,I1,59.4,59.0,7421,8.31,8.22,4.91
1.231702462980544,Ideal,H,SI2,62.7,57.0,4578,6.59,6.66,4.14
0.29268637736894776,Good,G,VVS1,61.7,56.0,525,4.07,4.09,2.51
1.1888489104422075,Good,E,SI1,62.8,58.0,5429,6.45,6.39,4.03
1.7048300272573342,Very Good,F,SI1,60.9,59.0,11897,7.56,7.46,4.57
0.37059274496348066,Ideal,D,VS2,62.1,55.0,781,4.43,4.46,2.76
0.4526696908849114,Good,F,VVS1,62.7,57.0,1290,4.68,4.64,2.92
1.3628246503575066,Premium,I,VS1,62.8,57.0,6396,6.86,6.89,4.32
0.6936834950078191,Premium,E,VS2,61.4,61.0,1915,5.31,5.28,3.25
2.334060354493379,Premium,H,SI2,60.1,57.0,15562,8.24,8.2,4.94
0.3953347395270475,Ideal,G,IF,61.9,54.0,1052,4.46,4.42,2.75
0.8230652512155777,Premium,D,VS2,61.0,59.0,2721,5.77,5.74,3.51
0.40408029789532407,Premium,E,VS2,62.3,56.0,723,4.46,4.47,2.78
0.9854453279503448,Premium,I,VS2,61.8,56.0,2939,6.02,5.99,3.71
0.9882737408199048,Premium,I,VS1,66.5,53.0,2297,5.76,5.83,3.86
1.5573968902522157,Very Good,G,VVS2,60.3,56.0,13168,7.09,7.15,4.29
1.8931565776331754,Premium,F,SI1,61.4,61.0,12512,7.48,7.45,4.58
1.4655651927490623,Premium,H,SI1,61.0,56.0,6439,6.96,6.92,4.23
2.4335875993599685,Premium,J,VS2,58.6,61.0,10401,8.18,8.14,4.78
0.5039138356257635,Premium,E,VVS1,60.4,61.0,1169,4.76,4.81,2.89
0.5788615580180512,Good,F,VS1,61.3,56.0,2123,5.19,5.22,3.19
0.6854275788356103,Good,H,VVS2,60.7,55.0,1668,5.32,5.34,3.24
1.2148212341519462,Premium,E,SI1,61.2,58.0,5433,6.57,6.53,4.01
1.2193744520102796,Premium,G,I1,60.7,63.0,2080,6.59,6.56,3.99
1.1414211980819857,Ideal,H,SI1,62.7,60.0,4469,6.3,6.24,3.93
1.168678016115602,Good,I,SI1,62.8,56.0,4237,6.33,6.38,3.99
0.37378708238809805,Very Good,F,VS2,59.2,60.0,686,4.56,4.6,2.71
1.6795946294518687,Premium,I,SI2,62.0,59.0,8254,7.33,7.38,4.56
1.5858014079973937,Ideal,G,VS2,62.7,56.0,11060,7.15,7.18,4.49
0.6449697291478832,Ideal,E,SI1,61.4,55.0,1668,5.29,5.26,3.24
1.2625059833451402,Premium,G,VS2,62.3,54.0,7187,6.59,6.61,4.11
1.2974508034426004,Premium,F,VS1,62.9,58.0,7598,6.51,6.55,4.11
0.33294353690761486,Premium,F,IF,62.1,57.0,886,4.27,4.3,2.66
1.00016896456743,Ideal,J,VS1,62.5,55.0,3175,6.18,6.14,3.85
0.40195846760849313,Good,D,VS1,62.1,54.0,825,4.67,4.73,2.92
0.40571637276890354,Good,H,SI1,63.2,57.0,647,4.51,4.48,2.84
1.0048805532721399,Very Good,H,SI1,62.3,58.0,2951,5.95,5.96,3.71
0.28961985280430136,Very Good,F,VVS2,61.8,56.0,608,4.01,4.04,2.48
0.5112514073489735,Premium,F,SI1,61.5,55.0,931,4.82,4.84,2.97
0.43610963860738866,Premium,F,VS2,62.4,57.0,906,4.51,4.5,2.81
0.8139739887439227,Premium,F,SI2,59.3,61.0,2190,5.87,5.97,3.51
0.32787167150438984,Premium,G,VVS2,61.3,58.0,684,4.28,4.34,2.64
0.7559600985257845,Premium,E,VS2,63.4,54.0,2114,5.52,5.49,3.49
0.9351690445384528,Premium,G,SI1,64.9,56.0,2945,5.95,5.98,3.87
0.35566435194713203,Premium,E,IF,60.1,60.0,1097,4.32,4.3,2.59
0.3455864000081345,Premium,H,VVS1,62.0,55.0,478,4.24,4.27,2.64
0.484605739517876,Premium,E,VS1,61.7,57.0,1079,4.76,4.8,2.95
1.6500482879109386,Premium,H,SI2,64.5,59.0,6291,7.21,7.15,4.63
0.7353956964841393,Premium,G,SI2,59.1,56.0,1250,5.58,5.52,3.28
0.35923031832168295,Good,F,VS2,61.9,55.0,605,4.31,4.32,2.67
1.2491151155469846,Premium,E,VVS2,61.6,56.0,10314,6.6,6.64,4.08
2.300920235746132,Very Good,I,SI1,60.1,59.0,14752,8.21,8.15,4.92
1.431407859222064,Premium,H,SI1,62.2,58.0,6664,6.93,6.87,4.29
0.47085438856734785,Premium,E,SI1,63.9,58.0,755,4.7,4.72,3.01
1.1119242256771473,Very Good,E,SI1,61.4,56.0,5387,6.19,6.23,3.81
1.1693792470555904,Very Good,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96
1.122650876623796,Good,E,SI1,62.1,57.0,4864,6.35,6.4,3.96
0.45472926002130704,Good,D,SI1,62.1,56.0,772,4.7,4.74,2.93
1.3296458240133704,Premium,H,VS2,59.9,57.0,5053,6.78,6.81,4.07
0.47199180912242467,Very Good,F,VVS1,63.8,58.0,1030,4.58,4.61,2.93
0.8466603798830828,Premium,H,VS2,63.0,55.4,2513,5.67,5.7,3.58
0.40546483367382974,Premium,G,VS1,61.2,60.0,932,4.59,4.56,2.8
0.9605013405801849,Premium,E,SI1,62.9,60.0,3091,5.89,5.87,3.7
0.6656148456399756,Good,E,VS2,60.5,58.0,1786,5.26,5.32,3.2
1.0463313559390333,Premium,E,SI2,61.8,59.0,3679,6.19,6.11,3.8
0.4200463314316289,Very Good,E,SI1,63.3,56.0,687,4.68,4.74,2.98
1.250871750293376,Premium,G,SI1,60.3,58.0,3780,6.6,6.55,3.96
0.3748905897308489,Premium,E,VS2,62.2,56.0,984,4.53,4.51,2.81
2.434742516658027,Good,I,VS2,60.3,60.5,16363,8.22,8.29,4.98
1.7962435885499415,Premium,H,VS2,60.7,61.0,11025,7.34,7.41,4.48
0.9550125621599799,Premium,E,SI2,62.2,54.0,3715,6.13,6.21,3.84
0.5040227535661088,Good,E,VVS2,61.5,55.0,1187,4.79,4.83,2.96
0.5877925919875532,Good,E,SI1,62.2,58.0,1073,5.03,4.87,3.1
0.6185406235709614,Good,G,VS2,62.6,55.0,1608,5.26,5.31,3.31
1.0865184725373773,Very Good,H,SI1,62.1,56.0,4788,6.48,6.38,3.99
3.1068255701092578,Premium,D,I1,60.9,57.0,13156,9.04,8.98,5.49
0.6500273116605765,Very Good,H,VS1,61.2,55.0,1671,5.39,5.42,3.31
1.1177265765162632,Ideal,E,SI1,59.6,60.0,5257,6.58,6.51,3.9
0.3481369322735716,Premium,H,SI1,63.1,57.0,573,4.34,4.31,2.73
0.3269210117890062,Good,G,VVS2,61.3,57.0,878,4.33,4.29,2.64
0.3663887645219657,Good,E,VS2,61.9,61.0,658,4.28,4.32,2.66
0.6344509127132041,Premium,H,SI1,62.1,54.0,1161,5.13,5.15,3.19
1.2265591693746243,Premium,H,SI1,60.8,58.0,5251,6.47,6.49,3.94
0.2879499612671498,Premium,E,VVS2,61.7,60.0,599,4.11,4.12,2.54
0.8088600929346315,Premium,E,SI1,60.1,57.0,2929,5.78,5.83,3.49
1.1938464663503516,Premium,G,SI1,62.6,57.0,4355,6.28,6.24,3.92
0.3847236088416637,Ideal,G,VS1,61.4,54.0,666,4.44,4.48,2.74
0.9458930227946337,Good,G,SI1,64.2,58.0,3250,6.04,6.01,3.87
0.3539969795497369,Premium,G,SI1,62.1,53.0,422,4.32,4.37,2.7
1.1237692167991056,Premium,G,SI2,62.6,58.0,4375,6.42,6.49,4.04
0.8354766113291989,Ideal,F,SI2,60.3,58.0,1806,5.79,5.76,3.48
0.3817010727493484,Very Good,E,VVS1,61.8,54.0,945,4.47,4.49,2.77
1.2651015487954393,Ideal,D,SI2,61.3,61.0,4764,6.49,6.46,3.97
0.7741744697512613,Premium,F,VS1,63.4,57.0,3264,5.68,5.7,3.61
1.350491930581739,Ideal,F,VS1,61.3,57.0,8679,6.93,6.86,4.23
1.4792909277978616,Premium,J,VVS1,61.3,59.0,5893,6.81,6.86,4.19
1.7682085601737985,Good,G,VS2,55.2,66.0,10623,7.72,7.67,4.26
0.3547813950449695,Very Good,G,IF,61.8,55.0,918,4.42,4.45,2.74
1.731862530503675,Premium,H,IF,62.5,58.0,12196,7.33,7.38,4.6
0.49975713173563086,Good,F,VS2,62.7,56.0,1107,4.78,4.72,2.98
1.8696975019849496,Very Good,J,SI2,59.7,57.0,8690,7.88,7.8,4.68
0.42255431831771983,Ideal,E,VS2,58.8,59.0,956,4.59,4.56,2.69
1.1450900904374899,Premium,F,SI2,65.3,58.0,3282,6.08,6.04,3.96
0.6177578388711686,Very Good,F,SI2,62.1,55.0,1191,5.14,5.17,3.2
1.1162470914432259,Good,G,SI2,62.2,57.0,4542,6.33,6.37,3.95
1.296958113576677,Good,I,SI1,60.2,57.0,5807,6.99,6.93,4.19
2.14800107011532,Premium,J,SI2,59.8,60.0,11792,8.09,8.13,4.85
0.41074674302161546,Premium,E,VVS2,62.4,56.0,1097,4.69,4.63,2.91
0.6302386179641937,Ideal,G,VS1,59.4,62.0,1792,5.36,5.32,3.17
2.42624680128262,Premium,H,SI1,61.4,56.0,18295,8.19,8.13,5.01
0.7466917602926354,Good,G,I1,61.6,56.0,1138,5.8,5.63,3.52
2.234091528875236,Good,H,SI1,60.0,58.0,17095,8.16,8.25,4.92
0.7985896662480534,Good,H,SI2,62.1,58.0,2222,5.82,5.78,3.6
0.8807501272456841,Premium,E,VVS1,62.8,60.0,4490,5.89,5.8,3.67
2.0683616688269093,Premium,I,SI2,60.7,59.0,8743,7.69,7.64,4.65
2.6339982592073823,Good,G,I1,63.2,57.0,7834,8.13,8.07,5.12
1.9952874460635126,Good,G,VS2,61.1,58.0,15801,7.69,7.73,4.71
0.42593832742337057,Good,E,SI1,63.6,57.0,882,4.69,4.65,2.97
0.4682505688713209,Premium,E,SI1,63.6,61.0,945,4.73,4.7,3.0
0.7838657424952027,Very Good,G,VS2,57.3,63.0,2273,5.78,5.84,3.33
1.0578624606853746,Very Good,F,SI2,61.7,58.0,3789,6.32,6.36,3.91
1.4110723130442804,Ideal,J,SI2,62.3,59.0,4410,6.86,6.82,4.26
0.5034896910848694,Premium,I,VS2,61.2,56.0,1056,4.77,4.81,2.93
0.4391574007706508,Premium,F,VS2,59.2,58.0,862,4.78,4.81,2.84
1.6214117602169793,Premium,H,SI1,62.0,58.0,9511,7.38,7.34,4.56
1.1437782735891757,Good,G,VVS2,61.3,59.0,7292,6.46,6.53,3.98
2.125325792670343,Ideal,H,SI2,59.7,61.0,15451,8.2,8.15,4.88
0.45902551197593444,Premium,D,SI2,62.4,60.0,683,4.71,4.77,2.96
1.3780988404175263,Premium,H,SI1,63.9,56.0,5889,6.81,6.77,4.34
0.8293444321489567,Good,H,VS2,60.0,57.0,2335,5.74,5.8,3.46
1.304183796289722,Premium,J,SI2,58.4,60.0,4198,6.98,6.92,4.06
1.334606742062841,Good,E,SI2,59.4,54.0,4071,6.79,6.74,4.02
0.7992768969705809,Very Good,H,SI1,60.3,59.0,2197,5.77,5.83,3.5
0.7533325656670692,Premium,I,VVS2,62.0,54.0,2387,5.72,5.76,3.56
0.3171443666121012,Ideal,H,VVS1,61.3,57.0,665,4.32,4.36,2.66
0.9432417887771372,Premium,H,VVS2,64.3,57.9,2734,5.7,5.86,3.71
0.4066716082227146,Premium,I,SI1,63.7,57.0,659,4.63,4.57,2.93
0.8599778791208165,Good,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53
1.1911962525300528,Premium,H,VS1,61.5,57.0,5387,6.44,6.37,3.94
1.655126650772741,Premium,E,SI1,62.1,56.0,13280,7.35,7.38,4.57
0.4749126472320508,Ideal,D,SI1,61.7,54.0,791,4.78,4.79,2.95
0.3359803483448742,Premium,E,VS2,60.1,56.0,619,4.3,4.34,2.6
0.31594257089840405,Premium,G,VVS1,62.1,56.0,1013,4.31,4.29,2.67
0.3637732231871223,Ideal,G,VVS1,58.6,66.0,790,4.36,4.41,2.57
0.5790654030392764,Premium,F,VVS2,61.9,59.0,2041,5.07,5.11,3.15
1.7677385394769958,Good,H,SI1,61.5,58.0,10589,7.4,7.36,4.54
1.183305507286217,Very Good,E,VVS1,61.5,59.0,11163,6.46,6.41,3.96
0.3967040579664405,Premium,G,VS1,62.3,57.0,854,4.42,4.38,2.74
0.42267486678340366,Good,D,VS2,61.1,57.0,852,4.58,4.62,2.81
1.786121457314104,Good,G,SI1,62.3,60.0,7535,7.27,7.17,4.5
0.8218289894801662,Premium,F,SI1,61.3,56.0,3023,5.78,5.84,3.56
1.2056968567838227,Good,G,SI2,61.9,58.0,4675,6.55,6.57,4.06
1.247193434197853,Good,G,SI2,60.0,61.0,4518,6.78,6.71,4.05
0.4002443503305111,Good,I,VS2,62.7,59.0,648,4.58,4.54,2.86
0.8025436957849301,Ideal,E,SI2,57.9,56.0,2308,5.93,5.85,3.41
0.26609737827372815,Good,F,VVS1,64.8,57.0,492,3.9,3.94,2.54
0.9135107530843882,Very Good,F,VS1,61.2,56.0,3860,5.98,6.01,3.67
1.2629389929404435,Premium,D,SI2,59.2,63.0,4322,6.71,6.67,3.96
0.4919983289273683,Very Good,D,VS2,59.3,58.0,850,4.8,4.85,2.86
1.1576297427245044,Good,F,SI2,62.0,56.0,5077,6.51,6.55,4.09
0.4649283763284687,Premium,G,VS1,62.7,54.0,984,4.83,4.8,3.02
0.5028953977083553,Ideal,E,VS2,62.3,54.0,875,4.74,4.8,2.97
0.2921974597537601,Good,E,VS2,62.1,56.0,580,4.13,4.11,2.56
0.315549227193935,Good,I,SI1,61.9,57.0,422,4.29,4.31,2.66
1.6549914856698797,Ideal,F,VS2,61.5,58.0,14071,7.34,7.36,4.52
0.7479935863730877,Very Good,H,VS2,62.8,56.0,2531,5.75,5.68,3.59
1.1657888145033306,Premium,D,SI2,63.2,57.0,4628,6.24,6.32,3.97
1.1092332944420054,Good,G,SI1,62.7,58.0,3774,6.13,6.08,3.83
0.9560486737695782,Good,E,SI2,63.1,58.0,2966,6.02,6.0,3.79
1.6437628722522575,Premium,J,VS2,62.0,59.0,7758,7.28,7.31,4.52
1.3260953389177959,Premium,H,SI2,62.6,56.0,5624,6.84,6.77,4.26
0.3101121587446963,Premium,D,VVS2,61.4,56.0,769,4.15,4.12,2.54
1.8737455322870873,Premium,F,VS1,60.5,56.0,17949,7.52,7.49,4.54
0.421883091378238,Premium,E,IF,62.2,56.0,1254,4.52,4.51,2.81
0.3666186359561743,Good,E,SI1,62.7,58.0,471,4.32,4.35,2.72
0.4457055176506764,Premium,F,SI2,61.7,54.0,626,4.85,4.87,3.0
0.4931534707194307,Good,G,VVS1,62.1,55.0,1230,4.79,4.74,2.96
0.3298662335887836,Very Good,G,SI1,62.2,55.0,593,4.38,4.36,2.72
0.6326353396452282,Premium,E,VS2,62.5,58.0,1653,5.13,5.18,3.22
1.118932992496372,Premium,F,SI2,62.6,60.0,4497,6.37,6.35,3.98
0.37165790011578426,Premium,D,VS1,62.2,58.0,742,4.25,4.27,2.65
0.35775029675275094,Premium,E,SI2,62.4,59.0,477,4.42,4.46,2.77
0.7826700800867006,Good,F,SI1,61.5,56.0,2610,5.69,5.76,3.52
0.6084152925077444,Premium,E,VS2,62.0,58.0,1559,5.07,5.09,3.15
0.33452929919808716,Good,E,VS2,60.7,59.0,658,4.3,4.33,2.62
1.3061531377025342,Premium,G,VS2,62.2,54.0,6774,6.65,6.62,4.13
1.7096448761538574,Premium,J,VS2,61.5,56.0,8203,7.37,7.4,4.54
0.7569660240622952,Good,E,VS1,60.4,56.0,3238,5.8,5.85,3.52
0.7944378674201327,Good,J,VS1,62.9,57.0,2300,5.74,5.81,3.63
1.3408193133929236,Good,H,SI2,62.6,56.0,4719,6.58,6.65,4.14
1.9724548832833013,Good,G,VS1,62.3,58.0,17041,7.61,7.65,4.75
1.066404586892476,Ideal,E,SI2,60.6,61.0,4390,6.44,6.39,3.89
